"Country or Area Code","Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"174","Croatia","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1171950","2"
"174","Croatia","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1244466",""
"174","Croatia","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1244743","2"
"174","Croatia","Urban Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1242687","2"
"174","Croatia","Urban Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1239661","2"
"219","Cuba","Urban Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4320691",""
"219","Cuba","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4320394",""
"219","Cuba","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4311403",""
"219","Cuba","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4303657",""
"219","Cuba","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4306420",""
"219","Cuba","Urban Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4304451",""
"219","Cuba","Urban Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4183047",""
"219","Cuba","Urban Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4181234",""
"219","Cuba","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4172285",""
"219","Cuba","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4163395",""
"219","Cuba","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4111545",""
"219","Cuba","Urban Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4059126",""
"95","Cyprus","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","243322","2"
"95","Cyprus","Urban Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","205513","2"
"95","Cyprus","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","231128","2"
"95","Cyprus","Urban Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","201811","2"
"158","Czech Republic","Urban Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3889095","2"
"158","Czech Republic","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3892977","2"
"158","Czech Republic","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3895582","2"
"158","Czech Republic","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3906425","2"
"158","Czech Republic","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3904616","2"
"158","Czech Republic","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3946982","2"
"158","Czech Republic","Urban Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4003112","2"
"158","Czech Republic","Urban Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3637603","2"
"158","Czech Republic","Urban Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3640805","2"
"158","Czech Republic","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3640572","2"
"158","Czech Republic","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3657775","2"
"158","Czech Republic","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3655116","2"
"158","Czech Republic","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3694433","2"
"158","Czech Republic","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3742716","2"
"222","Dominican Republic","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2798640","2"
"222","Dominican Republic","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2648064","2"
"223","Ecuador","Urban Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4130266","18"
"223","Ecuador","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4037657","18"
"223","Ecuador","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3946351","18"
"223","Ecuador","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3805393","19"
"223","Ecuador","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3855692","18"
"223","Ecuador","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3765010","18"
"223","Ecuador","Urban Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3681756","18"
"223","Ecuador","Urban Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3600846","18"
"223","Ecuador","Urban Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3519394","18"
"223","Ecuador","Urban Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2748751","19"
"223","Ecuador","Urban Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4057642","18"
"223","Ecuador","Urban Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3963574","18"
"223","Ecuador","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3870667","18"
"223","Ecuador","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3625962","19"
"223","Ecuador","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3778158","18"
"223","Ecuador","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3685298","18"
"223","Ecuador","Urban Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3600349","18"
"223","Ecuador","Urban Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3517425","18"
"223","Ecuador","Urban Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3433722","18"
"223","Ecuador","Urban Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2597107","19"
"31","Egypt","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","361729","4"
"31","Egypt","Urban Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13008893","4"
"31","Egypt","Urban Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12759974","4"
"31","Egypt","Urban Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12498164","4"
"31","Egypt","Urban Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","12328560",""
"31","Egypt","Urban Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12217479","4"
"31","Egypt","Urban Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12128934","4"
"31","Egypt","Urban Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11935041","4"
"31","Egypt","Urban Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11764252","4"
"31","Egypt","Urban Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11401000","4"
"31","Egypt","Urban Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11193000","4"
"31","Egypt","Urban Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","10306654",""
"31","Egypt","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","384763","4"
"31","Egypt","Urban Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13632299","4"
"31","Egypt","Urban Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13363507","4"
"31","Egypt","Urban Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13091232","4"
"31","Egypt","Urban Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","12957775",""
"31","Egypt","Urban Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12801923","4"
"31","Egypt","Urban Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12711132","4"
"31","Egypt","Urban Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12545982","4"
"31","Egypt","Urban Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12362808","4"
"31","Egypt","Urban Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11965000","4"
"31","Egypt","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11715000","4"
"31","Egypt","Urban Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","10908850",""
"243","El Salvador","Urban Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2086433",""
"243","El Salvador","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2041140",""
"243","El Salvador","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1995684",""
"243","El Salvador","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1950099",""
"243","El Salvador","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1904420",""
"243","El Salvador","Urban Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1858467",""
"243","El Salvador","Urban Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1812215",""
"243","El Salvador","Urban Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1765933",""
"243","El Salvador","Urban Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1719896",""
"243","El Salvador","Urban Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1674370",""
"243","El Salvador","Urban Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1361810",""
"243","El Salvador","Urban Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1215293",""
"243","El Salvador","Urban Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1187213",""
"243","El Salvador","Urban Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1158187",""
"243","El Salvador","Urban Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1130243",""
"243","El Salvador","Urban Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1102687",""
"243","El Salvador","Urban Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1934445",""
"243","El Salvador","Urban Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1891429",""
"243","El Salvador","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1848194",""
"243","El Salvador","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1804804",""
"243","El Salvador","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1761327",""
"243","El Salvador","Urban Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1717489",""
"243","El Salvador","Urban Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1673250",""
"243","El Salvador","Urban Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1629017",""
"243","El Salvador","Urban Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1585186",""
"243","El Salvador","Urban Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1542163",""
"243","El Salvador","Urban Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1220024",""
"243","El Salvador","Urban Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1112373",""
"243","El Salvador","Urban Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1084846",""
"243","El Salvador","Urban Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1057318",""
"243","El Salvador","Urban Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1029696",""
"243","El Salvador","Urban Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1002951",""
"41","Equatorial Guinea","Urban Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","65380","4"
"41","Equatorial Guinea","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","66450","4"
"163","Estonia","Urban Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","514356",""
"163","Estonia","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","515597",""
"163","Estonia","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","517241",""
"163","Estonia","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","518959",""
"163","Estonia","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","507696","2"
"163","Estonia","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","520715",""
"163","Estonia","Urban Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","542825",""
"163","Estonia","Urban Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","545478","20"
"163","Estonia","Urban Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","549008","20"
"163","Estonia","Urban Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","554241","20"
"163","Estonia","Urban Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","560777","20"
"163","Estonia","Urban Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","567510","20"
"163","Estonia","Urban Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","575701","20"
"163","Estonia","Urban Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","589174","20"
"163","Estonia","Urban Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","600110","20"
"163","Estonia","Urban Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","602799","20"
"163","Estonia","Urban Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","601429","20"
"163","Estonia","Urban Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","602419","20"
"163","Estonia","Urban Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","599638",""
"163","Estonia","Urban Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","595622",""
"163","Estonia","Urban Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","590681",""
"163","Estonia","Urban Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","585554",""
"163","Estonia","Urban Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","420309",""
"163","Estonia","Urban Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","421604",""
"163","Estonia","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","423224",""
"163","Estonia","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","424985",""
"163","Estonia","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","415515","2"
"163","Estonia","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","426593",""
"163","Estonia","Urban Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","454363",""
"163","Estonia","Urban Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","457641","20"
"163","Estonia","Urban Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","462004","20"
"163","Estonia","Urban Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","468434","20"
"163","Estonia","Urban Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","476322","20"
"163","Estonia","Urban Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","483939","20"
"163","Estonia","Urban Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","492432","20"
"163","Estonia","Urban Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","506025","20"
"163","Estonia","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","516883","20"
"163","Estonia","Urban Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","519395","20"
"163","Estonia","Urban Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","517400","20"
"163","Estonia","Urban Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","518669","20"
"163","Estonia","Urban Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","515637",""
"163","Estonia","Urban Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","511593",""
"163","Estonia","Urban Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","506641",""
"163","Estonia","Urban Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","501549",""
"34","Ethiopia","Urban Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5631000","4"
"34","Ethiopia","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5398000","4"
"34","Ethiopia","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5173000","4"
"34","Ethiopia","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4944413","4"
"34","Ethiopia","Urban Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4570000","4"
"34","Ethiopia","Urban Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4392000","4"
"34","Ethiopia","Urban Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4221000","4"
"34","Ethiopia","Urban Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4065000","4"
"34","Ethiopia","Urban Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3924075","4"
"34","Ethiopia","Urban Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3788402",""
"34","Ethiopia","Urban Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5568000","4"
"34","Ethiopia","Urban Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5347000","4"
"34","Ethiopia","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5134000","4"
"34","Ethiopia","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4938725","4"
"34","Ethiopia","Urban Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4504000","4"
"34","Ethiopia","Urban Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4299000","4"
"34","Ethiopia","Urban Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4094000","4"
"34","Ethiopia","Urban Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3885000","4"
"34","Ethiopia","Urban Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","3662625","4"
"34","Ethiopia","Urban Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3534805",""
"224","Falkland Islands","Urban Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","743","21"
"224","Falkland Islands","Urban Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","605","22"
"224","Falkland Islands","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","814","21"
"224","Falkland Islands","Urban Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","626","22"
"265","Fiji","Urban Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","179376",""
"265","Fiji","Urban Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","138748",""
"265","Fiji","Urban Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","180119",""
"265","Fiji","Urban Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","138277",""
"165","Finland","Urban Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1685689","2"
"165","Finland","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1681445","23"
"165","Finland","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1674204","23"
"165","Finland","Urban Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1656275","23"
"165","Finland","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1650856","23"
"165","Finland","Urban Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1624084","23"
"165","Finland","Urban Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1612800","23"
"165","Finland","Urban Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1589177","23"
"165","Finland","Urban Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1733254","23"
"165","Finland","Urban Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1717936","23"
"165","Finland","Urban Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1705609","23"
"165","Finland","Urban Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1615357","2"
"165","Finland","Urban Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1547026","2"
"165","Finland","Urban Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1559747","2"
"165","Finland","Urban Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1552734","23"
"165","Finland","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1543243","23"
"165","Finland","Urban Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1523008","23"
"165","Finland","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1516812","23"
"165","Finland","Urban Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1488063","23"
"165","Finland","Urban Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1476277","23"
"165","Finland","Urban Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1451773","23"
"165","Finland","Urban Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1589993","23"
"165","Finland","Urban Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1573544","23"
"165","Finland","Urban Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1560508","23"
"165","Finland","Urban Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1464406","2"
"165","Finland","Urban Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1391315","2"
"166","France","Urban Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","21728802","24"
"166","France","Urban Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","20194431","24"
"36","Gabon","Urban Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","370674",""
"36","Gabon","Urban Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","371622",""
"96","Georgia","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1236203","2"
"96","Georgia","Urban Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1590309","2"
"96","Georgia","Urban Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1048593","2"
"96","Georgia","Urban Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1401043","2"
"159","German Democratic Republic (former)","Urban Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6495014","25"
"159","German Democratic Republic (former)","Urban Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6684553","25"
"159","German Democratic Republic (former)","Urban Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6721570","25"
"159","German Democratic Republic (former)","Urban Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6733090","25"
"159","German Democratic Republic (former)","Urban Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6754449","25"
"159","German Democratic Republic (former)","Urban Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5906444","25"
"159","German Democratic Republic (former)","Urban Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6081600","25"
"159","German Democratic Republic (former)","Urban Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6076263","25"
"159","German Democratic Republic (former)","Urban Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","6006828","25"
"159","German Democratic Republic (former)","Urban Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5994479","25"
"37","Ghana","Urban Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4230440",""
"37","Ghana","Urban Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4043830",""
"173","Greece","Urban Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","3124577","26"
"173","Greece","Urban Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2914404","26"
"255","Greenland","Urban Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","21975","23"
"255","Greenland","Urban Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","21836","23"
