"Country or Area Code","Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"243","El Salvador","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1663424",""
"243","El Salvador","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1630132",""
"41","Equatorial Guinea","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","117860","4"
"41","Equatorial Guinea","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","106410","4"
"163","Estonia","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","213409",""
"163","Estonia","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","214255",""
"163","Estonia","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","215127",""
"163","Estonia","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","216122",""
"163","Estonia","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","230505","2"
"163","Estonia","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","217221",""
"163","Estonia","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","228434",""
"163","Estonia","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","229578","21"
"163","Estonia","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","230305","21"
"163","Estonia","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","230629","21"
"163","Estonia","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","231231","21"
"163","Estonia","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","231996","21"
"163","Estonia","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","232589","21"
"163","Estonia","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","232975","21"
"163","Estonia","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","233162","21"
"163","Estonia","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","233237","21"
"163","Estonia","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","232841","21"
"163","Estonia","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","232997","21"
"163","Estonia","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","232974",""
"163","Estonia","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","232718",""
"163","Estonia","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","232230",""
"163","Estonia","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","232194",""
"163","Estonia","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","201216",""
"163","Estonia","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","202101",""
"163","Estonia","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","203052",""
"163","Estonia","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","204035",""
"163","Estonia","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","216336","2"
"163","Estonia","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","204986",""
"163","Estonia","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","216767",""
"163","Estonia","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","217015","21"
"163","Estonia","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","216670","21"
"163","Estonia","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","215912","21"
"163","Estonia","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","215612","21"
"163","Estonia","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","215810","21"
"163","Estonia","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","216006","21"
"163","Estonia","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","216200","21"
"163","Estonia","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","216179","21"
"163","Estonia","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","215619","21"
"163","Estonia","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","213992","21"
"163","Estonia","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","214570","21"
"163","Estonia","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","213651",""
"163","Estonia","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","212288",""
"163","Estonia","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","210638",""
"163","Estonia","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","209484",""
"34","Ethiopia","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","29817000","4"
"34","Ethiopia","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","29076000","4"
"34","Ethiopia","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","28340000","4"
"34","Ethiopia","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","27614825","4"
"34","Ethiopia","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","26146000","4"
"34","Ethiopia","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","25419000","4"
"34","Ethiopia","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","24694000","4"
"34","Ethiopia","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","23963000","4"
"34","Ethiopia","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","23226459","4"
"34","Ethiopia","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","22778165",""
"34","Ethiopia","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","30050000","4"
"34","Ethiopia","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","29306000","4"
"34","Ethiopia","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","28573000","4"
"34","Ethiopia","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","27876358","4"
"34","Ethiopia","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","26452000","4"
"34","Ethiopia","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","25772000","4"
"34","Ethiopia","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","25108000","4"
"34","Ethiopia","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","24459000","4"
"34","Ethiopia","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","23835995","4"
"34","Ethiopia","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","23375893",""
"224","Falkland Islands","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","212","22"
"224","Falkland Islands","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","279","23"
"224","Falkland Islands","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","281","22"
"224","Falkland Islands","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","368","23"
"265","Fiji","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","201770",""
"265","Fiji","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","214059",""
"265","Fiji","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","213812",""
"265","Fiji","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","224291",""
"165","Finland","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","984998","2"
"165","Finland","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","982665","24"
"165","Finland","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","985138","24"
"165","Finland","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","998265","24"
"165","Finland","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1000918","24"
"165","Finland","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1021839","24"
"165","Finland","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1028111","24"
"165","Finland","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1045811","24"
"165","Finland","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","895171","24"
"165","Finland","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","903179","24"
"165","Finland","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","906802","24"
"165","Finland","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","956917","2"
"165","Finland","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","985615","2"
"165","Finland","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","997739","2"
"165","Finland","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","996171","24"
"165","Finland","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","998013","24"
"165","Finland","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1010461","24"
"165","Finland","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1012529","24"
"165","Finland","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1031488","24"
"165","Finland","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1036310","24"
"165","Finland","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1053074","24"
"165","Finland","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","906155","24"
"165","Finland","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","913131","24"
"165","Finland","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","915414","24"
"165","Finland","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","961798","2"
"165","Finland","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","986663","2"
"166","France","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","7351709","25"
"166","France","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","7359357","25"
"36","Gabon","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","142518",""
"36","Gabon","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","130162",""
"96","Georgia","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1073579","2"
"96","Georgia","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1248492","2"
"96","Georgia","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1013160","2"
"96","Georgia","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1160997","2"
"159","German Democratic Republic (former)","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1975385","26"
"159","German Democratic Republic (former)","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1984852","26"
"159","German Democratic Republic (former)","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1992856","26"
"159","German Democratic Republic (former)","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2010421","26"
"159","German Democratic Republic (former)","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2019720","26"
"159","German Democratic Republic (former)","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1870441","26"
"159","German Democratic Republic (former)","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1878745","26"
"159","German Democratic Republic (former)","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1875651","26"
"159","German Democratic Republic (former)","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1874036","26"
"159","German Democratic Republic (former)","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1875660","26"
"37","Ghana","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5324257",""
"37","Ghana","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5313552",""
"173","Greece","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2079915","27"
"173","Greece","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","2141004","27"
"255","Greenland","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4499","24"
"255","Greenland","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4558","24"
"255","Greenland","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4621","24"
"255","Greenland","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","4678","24"
"255","Greenland","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4812","24"
"255","Greenland","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4775","24"
"255","Greenland","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4775","24"
"255","Greenland","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4752","24"
"255","Greenland","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4739","24"
"255","Greenland","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","4776","24"
"255","Greenland","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5521","24"
"255","Greenland","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5589","24"
"255","Greenland","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5648","24"
"255","Greenland","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","5732","24"
"255","Greenland","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5752","24"
"255","Greenland","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5812","24"
"255","Greenland","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5829","24"
"255","Greenland","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5836","24"
"255","Greenland","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5832","24"
"255","Greenland","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","5899","24"
"267","Guam","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","40971","3"
"267","Guam","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","40047","3"
"267","Guam","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","39143","3"
"267","Guam","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","45226","3"
"267","Guam","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","44205","3"
"267","Guam","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","43208","3"
"230","Honduras","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1766403",""
"230","Honduras","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1257440",""
"230","Honduras","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1833505",""
"230","Honduras","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1316177",""
"97","Hong Kong SAR","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","175983",""
"97","Hong Kong SAR","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","195967",""
"175","Hungary","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1815190",""
"175","Hungary","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1829321",""
"175","Hungary","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1825194",""
"175","Hungary","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1866642",""
"175","Hungary","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1872949",""
"175","Hungary","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1869865",""
"175","Hungary","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1880866",""
"175","Hungary","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1880286",""
"175","Hungary","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1916138",""
"175","Hungary","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1934891",""
"175","Hungary","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1948484",""
"175","Hungary","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1925952",""
"175","Hungary","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1941094",""
"175","Hungary","Rural Female","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1972001",""
"175","Hungary","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2001184",""
"175","Hungary","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1990174",""
"175","Hungary","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2021400",""
"175","Hungary","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1991061",""
"175","Hungary","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2200284",""
"175","Hungary","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2219627",""
"175","Hungary","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2244135",""
"175","Hungary","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2362887",""
"175","Hungary","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1720033",""
"175","Hungary","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1731693",""
"175","Hungary","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1726255",""
"175","Hungary","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1758793",""
"175","Hungary","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1770539",""
"175","Hungary","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1790082",""
"175","Hungary","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1801015",""
"175","Hungary","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1801587",""
"175","Hungary","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1836522",""
"175","Hungary","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1854900",""
"175","Hungary","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1868555",""
"175","Hungary","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1840313",""
"175","Hungary","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1848303",""
"175","Hungary","Rural Male","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1878925",""
"175","Hungary","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1908146",""
"175","Hungary","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","1932010",""
"175","Hungary","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1928200",""
"175","Hungary","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","1911790",""
"175","Hungary","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2110664",""
"175","Hungary","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2126837",""
"175","Hungary","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2149821",""
"175","Hungary","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","2264936",""
"177","Iceland","Rural Female","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9786","2"
"177","Iceland","Rural Female","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9942","24"
"177","Iceland","Rural Female","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10060","24"
"177","Iceland","Rural Female","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10105","24"
"177","Iceland","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","10033","24"
"177","Iceland","Rural Female","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10033","24"
"177","Iceland","Rural Female","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9924","2"
"177","Iceland","Rural Female","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","9980","24"
"177","Iceland","Rural Female","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10039","24"
"177","Iceland","Rural Female","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10190","24"
"177","Iceland","Rural Female","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10359","24"
"177","Iceland","Rural Female","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10567","24"
"177","Iceland","Rural Female","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10657","24"
"177","Iceland","Rural Female","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10846","24"
"177","Iceland","Rural Female","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","10973","24"
"177","Iceland","Rural Female","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11165","2"
"177","Iceland","Rural Female","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11350","2"
"177","Iceland","Rural Female","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11513","2"
"177","Iceland","Rural Female","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11692","2"
"177","Iceland","Rural Female","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11879","2"
"177","Iceland","Rural Male","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11870","2"
"177","Iceland","Rural Male","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11373","24"
"177","Iceland","Rural Male","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11489","24"
"177","Iceland","Rural Male","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11540","24"
"177","Iceland","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Number","11460","24"
"177","Iceland","Rural Male","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11460","24"
"177","Iceland","Rural Male","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11350","2"
"177","Iceland","Rural Male","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11458","24"
"177","Iceland","Rural Male","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11583","24"
"177","Iceland","Rural Male","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11754","24"
"177","Iceland","Rural Male","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","11994","24"
"177","Iceland","Rural Male","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12199","24"
"177","Iceland","Rural Male","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12302","24"
"177","Iceland","Rural Male","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12666","24"
"177","Iceland","Rural Male","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","12873","24"
"177","Iceland","Rural Male","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13087","2"
"177","Iceland","Rural Male","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13230","2"
"177","Iceland","Rural Male","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13416","2"
"177","Iceland","Rural Male","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13605","2"
"177","Iceland","Rural Male","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Number","13763","2"
